"WEO Country Code","ISO","WEO Subject Code","Country","Subject Descriptor","Subject Notes","Units","Scale","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","Estimates Start After"
122,"AUT","NGDPD","Austria","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","80.923000000000002","70.120999999999995","70.111000000000004","71.031999999999996","67.007000000000005","68.623999999999995","97.375","121.771","133.59100000000001","133.26300000000001","166.86600000000001","174.435","195.506","190.38300000000001","203.97","241.23400000000001","237.34299999999999","213.04499999999999","218.55699999999999","217.47499999999999","197.37700000000001","197.51","214.24299999999999","262.20800000000003","301.32100000000003","316.267","336.298","389.23099999999999","432.005","401.32299999999998","392.59500000000003","431.60899999999998","409.661","430.197","442.69900000000001","382.01","395.72800000000001","417.09100000000001","455.30099999999999","445.125","432.524","481.209","520.34299999999996","545.75699999999995","574.923","614.11300000000006","649.50800000000004",2019
912,"AZE","NGDPD","Azerbaijan","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1.1930000000000001","1.3089999999999999","2.258","2.4169999999999998","3.177","3.9630000000000001","4.28","4.5810000000000004","5.2729999999999997","5.4749999999999996","6.2320000000000002","7.2759999999999998","8.6820000000000004","13.273","21.027000000000001","33.090000000000003","48.978999999999999","44.289000000000001","52.912999999999997","65.989999999999995","69.686999999999998","74.16","75.239999999999995","50.844000000000001","37.83","41.375","47.113","48.173999999999999","42.606999999999999","52.645000000000003","54.725000000000001","55.975000000000001","57.603999999999999","59.555999999999997","61.796999999999997",2020
313,"BHS","NGDPD","The Bahamas","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","2.5979999999999999","2.6920000000000002","3.0310000000000001","3.3730000000000002","3.6030000000000002","3.923","4.2409999999999997","4.6689999999999996","4.8550000000000004","5.4729999999999999","5.218","5.1280000000000001","5.125","5.0970000000000004","5.3719999999999999","5.6529999999999996","5.95","6.3319999999999999","6.8330000000000002","7.6840000000000002","8.0760000000000005","8.3179999999999996","8.8810000000000002","8.8699999999999992","9.0549999999999997","9.8360000000000003","10.167","10.618","10.526","9.9819999999999993","10.096","10.07","10.72","10.494999999999999","11.143000000000001","11.891","11.993","12.36","12.837999999999999","13.164","9.9079999999999995","10.680999999999999","12.039","12.884","13.688000000000001","14.282","14.843",2019
419,"BHR","NGDPD","Bahrain","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","3.593","4.056","4.2640000000000002","4.3680000000000003","4.5339999999999998","4.2779999999999996","3.347","3.6259999999999999","4.4809999999999999","4.6749999999999998","4.9649999999999999","5.2089999999999996","5.4420000000000002","5.9859999999999998","6.4109999999999996","6.7869999999999999","7.0570000000000004","7.3179999999999996","6.9960000000000004","7.5819999999999999","9.0630000000000006","9.1890000000000001","9.5939999999999994","11.074999999999999","13.15","15.968999999999999","18.504999999999999","21.73","25.710999999999999","22.937999999999999","25.713000000000001","28.777000000000001","30.748999999999999","32.539000000000001","33.387999999999998","31.050999999999998","32.234999999999999","35.473999999999997","37.652000000000001","38.466999999999999","34.728999999999999","39.103999999999999","41.057000000000002","42.866999999999997","44.905000000000001","47.11","49.44",2020
513,"BGD","NGDPD","Bangladesh","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","22.561","22.353000000000002","20.93","20.274000000000001","22.744","24.442","25.138000000000002","27.521000000000001","29.611999999999998","32.289000000000001","34.831000000000003","36.036000000000001","36.718000000000004","37.049999999999997","39.386000000000003","43.969000000000001","47.024999999999999","48.935000000000002","51.158000000000001","53.109000000000002","54.347999999999999","54.502000000000002","55.759","60.107999999999997","65.665999999999997","69.460999999999999","71.814999999999998","79.617000000000004","91.63","102.47799999999999","115.279","128.60499999999999","133.304","150.02600000000001","172.887","195.14699999999999","221.398","249.69499999999999","273.3","302.39699999999999","323.05700000000002","355.68900000000002","390.608","429.41699999999997","470.83199999999999","516.24199999999996","565.50199999999995",2020
316,"BRB","NGDPD","Barbados","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","1.018","1.1200000000000001","1.171","1.2430000000000001","1.355","1.4179999999999999","1.5569999999999999","1.714","1.823","2.0179999999999998","2.024","2.032","1.9570000000000001","2.0750000000000002","2.1629999999999998","2.2290000000000001","2.3769999999999998","2.5129999999999999","2.8330000000000002","2.9689999999999999","3.0590000000000002","3.0550000000000002","3.1059999999999999","3.21","3.444","3.82","4.2169999999999996","4.6740000000000004","4.7850000000000001","4.4660000000000002","4.53","4.6580000000000004","4.6100000000000003","4.6769999999999996","4.6959999999999997","4.7149999999999999","4.83","4.9779999999999998","5.0869999999999997","5.298","4.4180000000000001","4.6479999999999997","5.1420000000000003","5.4960000000000004","5.7690000000000001","6.0110000000000001","6.2619999999999996",2019
913,"BLR","NGDPD","Belarus","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","12.8","11.407999999999999","15.686999999999999","10.532","14.494","14.090999999999999","15.215","12.132999999999999","10.785","12.778","15.092000000000001","18.420000000000002","23.928000000000001","31.239000000000001","38.219000000000001","46.814999999999998","62.798000000000002","50.854999999999997","57.22","61.368000000000002","65.668999999999997","75.495999999999995","78.736000000000004","56.329000000000001","47.703000000000003","54.722999999999999","60.011000000000003","64.414000000000001","60.201000000000001","65.754000000000005","70.632000000000005","73.236000000000004","76.771000000000001","79.944000000000003","82.863",2020
124,"BEL","NGDPD","Belgium","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","123.47799999999999","102.245","89.957999999999998","85.037000000000006","81.236999999999995","84.466999999999999","117.063","145.411","158.09700000000001","159.816","200.149","205.369","228.732","218.72","238.62200000000001","288.30099999999999","279.29199999999997","253.02199999999999","258.87599999999998","258.5","236.89699999999999","236.74799999999999","258.2","318.00400000000002","369.04700000000003","385.92700000000002","408.28100000000001","470.97800000000001","517.27","482.73","481.81400000000002","523.23900000000003","496.46699999999998","521.79899999999998","535.529","462.38299999999998","475.93099999999998","502.58699999999999","543.923","533.31299999999999","514.91999999999996","581.84799999999996","619.16","650.83600000000001","680.048","708.70299999999997","736.64800000000002",2020
339,"BLZ","NGDPD","Belize","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","0.17199999999999999","0.17899999999999999","0.17899999999999999","0.189","0.21099999999999999","0.20899999999999999","0.22800000000000001","0.26700000000000002","0.315","0.36299999999999999","0.41199999999999998","0.44500000000000001","0.51800000000000002","0.56000000000000005","0.58099999999999996","0.62","0.64100000000000001","0.65400000000000003","0.68899999999999995","0.73299999999999998","0.83199999999999996","0.872","0.93300000000000005","0.98099999999999998","1.0509999999999999","1.103","1.2110000000000001","1.272","1.351","1.2989999999999999","1.377","1.4610000000000001","1.5229999999999999","1.579","1.667","1.722","1.7889999999999999","1.859","1.9159999999999999","1.9830000000000001","1.706","1.909","2.0619999999999998","2.1619999999999999","2.25","2.34","2.4350000000000001",2020
638,"BEN","NGDPD","Benin","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","2.302","1.5569999999999999","1.542","1.365","1.456","1.58","2.036","2.4300000000000002","2.552","2.37","2.89","2.9540000000000002","3.2839999999999998","3.1989999999999998","2.2269999999999999","2.9929999999999999","3.2509999999999999","3.1240000000000001","3.3620000000000001","3.681","3.5219999999999998","3.6659999999999999","4.1909999999999998","5.3479999999999999","6.1870000000000003","6.5709999999999997","7.0339999999999998","8.17","9.7870000000000008","9.7279999999999998","9.5429999999999993","10.691000000000001","11.148","12.518000000000001","13.288","11.388999999999999","11.818","12.696999999999999","14.257","14.391999999999999","15.673999999999999","18.067","19.917000000000002","21.84","23.965","26.273","28.704999999999998",2019
514,"BTN","NGDPD","Bhutan","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","0.123","0.13300000000000001","0.14000000000000001","0.151","0.156","0.16200000000000001","0.183","0.222","0.254","0.253","0.27300000000000002","0.23599999999999999","0.23100000000000001","0.24199999999999999","0.245","0.28699999999999998","0.30099999999999999","0.33700000000000002","0.371","0.38900000000000001","0.42299999999999999","0.441","0.48099999999999998","0.57199999999999995","0.64900000000000002","0.75800000000000001","0.82099999999999995","1.0049999999999999","1.26","1.1839999999999999","1.399","1.696","1.772","1.8049999999999999","1.784","1.9219999999999999","2.0249999999999999","2.3650000000000002","2.411","2.488","2.5030000000000001","2.48","2.74","3","3.33","3.6190000000000002","3.9220000000000002",2020
218,"BOL","NGDPD","Bolivia","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","3.589","3.44","3.8130000000000002","3.609","3.7519999999999998","4.0590000000000002","3.97","4.3230000000000004","4.5979999999999999","4.7160000000000002","4.8680000000000003","5.335","5.6349999999999998","5.7240000000000002","5.9740000000000002","6.7069999999999999","7.3849999999999998","7.9189999999999996","8.49","8.2690000000000001","8.3849999999999998","8.1549999999999994","7.9169999999999998","8.0920000000000005","8.7850000000000001","9.5730000000000004","11.52","13.215999999999999","16.792000000000002","17.463999999999999","19.786000000000001","24.135000000000002","27.282","30.882999999999999","33.237000000000002","33.241","34.189","37.781999999999996","40.581000000000003","41.192999999999998","36.838999999999999","38.546999999999997","40.895000000000003","43.866999999999997","47.039000000000001","50.390999999999998","53.927999999999997",2020
963,"BIH","NGDPD","Bosnia and Herzegovina","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3.5840000000000001","4.5780000000000003","5.2809999999999997","5.766","5.5540000000000003","5.7839999999999998","6.7110000000000003","8.4770000000000003","10.157","10.935","12.46","15.323","18.712","17.600999999999999","17.164000000000001","18.629000000000001","17.207000000000001","18.155000000000001","18.521999999999998","16.21","16.91","18.081","20.184000000000001","20.202999999999999","19.789000000000001","21.692","23.006","24.521000000000001","26.091000000000001","27.779","29.507999999999999",2020
616,"BWA","NGDPD","Botswana","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","1.1319999999999999","1","1.0549999999999999","1.165","1.157","1.077","1.4610000000000001","2.2890000000000001","2.9710000000000001","3.3170000000000002","3.6629999999999998","3.6659999999999999","3.7879999999999998","3.8149999999999999","4.1050000000000004","4.5579999999999998","4.702","4.84","4.6420000000000003","5.2839999999999998","5.59","5.3120000000000003","5.2560000000000002","7.2629999999999999","8.6370000000000005","9.6460000000000008","9.8019999999999996","10.54","10.622999999999999","9.8949999999999996","12.324999999999999","14.829000000000001","15.519","14.368","15.663","13.602","15.093999999999999","16.068000000000001","16.914000000000001","16.591999999999999","15.064","17.605","19.001999999999999","20.614000000000001","22.22","23.792999999999999","26.094000000000001",2020
223,"BRA","NGDPD","Brazil","Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]","U.S. dollars","Billions","145.81899999999999","167.583","179.166","143.65199999999999","142.95699999999999","226.93799999999999","263.25599999999997","286.53899999999999","320.10500000000002","439.43400000000003","455.33499999999998","399.24900000000002","382.46499999999997","429.18400000000003","546.76400000000001","770.86","851.14599999999996","883.86199999999997","864.30700000000002","599.64200000000005","655.45399999999995","559.98199999999997","509.798","558.23199999999997","669.29","891.63300000000004","1107.6300000000001","1397.11","1695.86","1669.2","2208.6999999999998","2614.0300000000002","2464.0500000000002","2471.7199999999998","2456.06","1800.05","1796.62","2063.52","1916.93","1877.82","1444.72","1645.84","1810.61","1958.41","2120.21","2255.67","2387.81",2020
